issue,number,result,timestamp,fetch_time_utc
20250718100011225,0,Small,,
20250718100011226,2,Small,,
20250718100011227,8,Big,,
20250718100011228,0,Small,,
20250718100011229,7,Big,,
20250718100011230,7,Big,,
20250718100011231,5,Big,,
20250718100011232,3,Small,,
20250718100011233,6,Big,,
20250718100011234,9,Big,,
20250718100011235,4,Small,,
20250718100011236,5,Big,,
20250718100011237,8,Big,,
20250718100011238,2,Small,,
20250718100011239,5,Big,,
20250718100011240,0,Small,,
20250718100011241,6,Big,,
20250718100011242,2,Small,,
20250718100011243,7,Big,,
20250718100011244,5,Big,,
20250718100011245,7,Big,,
20250718100011246,1,Small,,
20250718100011247,5,Big,,
20250718100011248,0,Small,,
20250718100011249,9,Big,,
20250718100011250,6,Big,,
20250718100011251,1,Small,,
20250718100011252,7,Big,,
20250718100011253,5,Big,,
20250718100011254,3,Small,,
20250718100011255,7,Big,,
20250718100011256,5,Big,,
20250718100011257,0,Small,,
20250718100011258,6,Big,,
20250718100011259,1,Small,,
20250718100011260,0,Small,,
20250718100011261,7,Big,,
20250718100011262,7,Big,,
20250718100011263,4,Small,,
20250718100011264,8,Big,,
20250718100011265,4,Small,,
20250718100011266,0,Small,,
20250718100011267,0,Small,,
20250718100011268,8,Big,,
20250718100011269,1,Small,,
20250718100011270,4,Small,,
20250718100011271,7,Big,,
20250718100011272,6,Big,,
20250718100011273,2,Small,,
20250718100011274,7,Big,,
20250718100011275,6,Big,,
20250718100011276,9,Big,,
20250718100011277,7,Big,,
20250718100011278,3,Small,,
20250718100011279,2,Small,,
20250718100011280,2,Small,,
20250718100011281,2,Small,,
20250718100011282,7,Big,,
20250718100011283,3,Small,,
20250718100011284,6,Big,,
20250718100011285,7,Big,,
20250718100011286,0,Small,,
20250718100011287,2,Small,,
20250718100011288,7,Big,,
20250718100011289,1,Small,,
20250718100011290,3,Small,,
20250718100011291,6,Big,,
20250718100011292,0,Small,,
20250718100011293,3,Small,,
20250718100011294,6,Big,,
20250718100011295,5,Big,,
20250718100011296,0,Small,,
20250718100011297,2,Small,,
20250718100011298,4,Small,,
20250718100011299,7,Big,,
20250718100011300,4,Small,,
20250718100011301,8,Big,,
20250718100011302,9,Big,,
20250718100011303,8,Big,,
20250718100011304,3,Small,,
20250718100011305,1,Small,,
20250718100011306,0,Small,,
20250718100011307,7,Big,,
20250718100011308,8,Big,,
20250718100011309,9,Big,,
20250718100011310,3,Small,,
20250718100011311,9,Big,,
20250718100011312,8,Big,,
20250718100011313,5,Big,,
20250718100011314,3,Small,,
20250718100011315,3,Small,,
20250718100011316,0,Small,,
20250718100011317,0,Small,,
20250718100011318,8,Big,,
20250718100011319,2,Small,,
20250718100011320,2,Small,,
20250718100011321,7,Big,,
20250718100011322,1,Small,,
20250718100011323,1,Small,,
20250718100011324,0,Small,,
20250718100011325,0,Small,,
20250718100011326,6,Big,,
20250718100011327,9,Big,,
20250718100011328,2,Small,,
20250718100011329,8,Big,,
20250718100011330,0,Small,,
20250718100011331,7,Big,,
20250718100011332,5,Big,,
20250718100011333,2,Small,,
20250718100011334,9,Big,,
20250718100011335,7,Big,,
20250718100011336,7,Big,,
20250718100011337,3,Small,,
20250718100011338,9,Big,,
20250718100011339,3,Small,,
20250718100011340,2,Small,,
20250718100011341,6,Big,,
20250718100011342,4,Small,,
20250718100011343,2,Small,,
20250718100011344,9,Big,,
20250718100011345,5,Big,,
20250718100011346,9,Big,,
20250718100011347,5,Big,,
20250718100011348,2,Small,,
20250718100011349,2,Small,,
20250718100011350,4,Small,,
20250718100011351,5,Big,,
20250718100011352,8,Big,,
20250718100011353,9,Big,,
20250718100011354,7,Big,,
20250718100011355,1,Small,,
20250718100011356,5,Big,,
20250718100011357,7,Big,,
20250718100011358,5,Big,,
20250718100011359,8,Big,,
20250718100011360,3,Small,,
20250718100011361,1,Small,,
20250718100011362,5,Big,,
20250718100011363,7,Big,,
20250718100011364,5,Big,,
20250718100011365,9,Big,,
20250718100011366,4,Small,,
20250718100011367,9,Big,,
20250718100011368,4,Small,,
20250718100011369,1,Small,,
20250718100011370,2,Small,,
20250718100011371,8,Big,,
20250718100011372,5,Big,,
20250718100011373,0,Small,,
20250718100011374,4,Small,,
20250718100011375,8,Big,,
20250718100011376,1,Small,,
20250718100011377,0,Small,,
20250718100011378,6,Big,,
20250718100011379,0,Small,,
20250718100011380,9,Big,,
20250718100011381,6,Big,,
20250718100011382,5,Big,,
20250718100011383,6,Big,,
20250718100011384,8,Big,,
20250718100011385,9,Big,,
20250718100011386,4,Small,,
20250718100011387,9,Big,,
20250718100011388,4,Small,,
20250718100011389,6,Big,,
20250718100011390,9,Big,,
20250718100011391,9,Big,,
20250718100011392,8,Big,,
20250718100011393,4,Small,,
20250718100011394,5,Big,,
20250718100011395,2,Small,,
20250718100011396,3,Small,,
20250718100011397,2,Small,,
20250718100011398,1,Small,,
20250718100011399,6,Big,,
20250718100011400,3,Small,,
20250718100011401,5,Big,,
20250718100011402,9,Big,,
20250718100011403,4,Small,,
20250718100011404,1,Small,,
20250718100011405,5,Big,,
20250718100011406,7,Big,,
20250718100011407,7,Big,,
20250718100011408,6,Big,,
20250718100011409,8,Big,,
20250718100011410,1,Small,,
20250718100011411,5,Big,,
20250718100011412,6,Big,,
20250718100011413,6,Big,,
20250718100011414,7,Big,,
20250718100011415,2,Small,,
20250718100011416,2,Small,,
20250718100011417,3,Small,,
20250718100011418,4,Small,,
20250718100011419,1,Small,,
20250718100011420,9,Big,,
20250718100011421,8,Big,,
20250718100011422,7,Big,,
20250718100011423,7,Big,,
20250718100011424,7,Big,,
20250718100011425,3,Small,,
20250718100011426,8,Big,,
20250718100011427,0,Small,,
20250718100011428,4,Small,,
20250718100011429,6,Big,,
20250718100011430,5,Big,,
20250718100011431,0,Small,,
20250718100011432,0,Small,,
20250718100011433,2,Small,,
20250718100011434,2,Small,,
20250718100011435,1,Small,,
20250718100011436,8,Big,,
20250718100011437,6,Big,,
20250718100011438,3,Small,,
20250718100011439,2,Small,,
20250718100011440,2,Small,,
20250719100010001,3,Small,,
20250719100010002,7,Big,,
20250719100010003,5,Big,,
20250719100010004,8,Big,,
20250719100010005,2,Small,,
20250719100010006,0,Small,,
20250719100010007,4,Small,,
20250719100010008,2,Small,,
20250719100010009,1,Small,,
20250719100010010,9,Big,,
20250719100010011,3,Small,,
20250719100010012,8,Big,,
20250719100010013,0,Small,,
20250719100010014,2,Small,,
20250719100010015,4,Small,,
20250719100010016,1,Small,,
20250719100010017,2,Small,,
20250719100010018,4,Small,,
20250719100010019,5,Big,,
20250719100010020,7,Big,,
20250719100010021,3,Small,,
20250719100010022,1,Small,,
20250719100010023,2,Small,,
20250719100010024,9,Big,,
20250719100010025,3,Small,,
20250719100010026,1,Small,,
20250719100010027,0,Small,,
20250719100010028,4,Small,,
20250719100010029,2,Small,,
20250719100010030,5,Big,,
20250719100010031,9,Big,,
20250719100010032,1,Small,,
20250719100010033,1,Small,,
20250719100010034,7,Big,,
20250719100010035,3,Small,,
20250719100010036,9,Big,,
20250719100010037,8,Big,,
20250719100010038,5,Big,,
20250719100010039,6,Big,,
20250719100010040,2,Small,,
20250719100010041,9,Big,,
20250719100010042,9,Big,,
20250719100010043,3,Small,,
20250719100010044,1,Small,,
20250719100010045,5,Big,,
20250719100010046,4,Small,,
20250719100010047,7,Big,,
20250719100010048,4,Small,,
20250719100010049,0,Small,,
20250719100010050,4,Small,,
20250719100010051,9,Big,,
20250719100010052,9,Big,,
20250719100010053,4,Small,,
20250719100010054,3,Small,,
20250719100010055,3,Small,,
20250719100010056,4,Small,,
20250719100010057,8,Big,,
20250719100010058,3,Small,,
20250719100010059,2,Small,,
20250719100010060,1,Small,,
20250719100010061,8,Big,,
20250719100010062,3,Small,,
20250719100010063,2,Small,,
20250719100010064,6,Big,,
20250719100010065,2,Small,,
20250719100010066,4,Small,,
20250719100010067,6,Big,,
20250719100010068,5,Big,,
20250719100010069,3,Small,,
20250719100010070,9,Big,,
20250719100010071,1,Small,,
20250719100010072,2,Small,,
20250719100010073,1,Small,,
20250719100010074,8,Big,,
20250719100010075,5,Big,,
20250719100010076,2,Small,,
20250719100010077,2,Small,,
20250719100010078,4,Small,,
20250719100010079,6,Big,,
20250719100010080,0,Small,,
20250719100010081,4,Small,,
20250719100010082,4,Small,,
20250719100010083,9,Big,,
20250719100010084,5,Big,,
20250719100010085,0,Small,,
20250719100010086,0,Small,,
20250719100010087,4,Small,,
20250719100010088,5,Big,,
20250719100010089,7,Big,,
20250719100010090,2,Small,,
20250719100010091,9,Big,,
20250719100010092,3,Small,,
20250719100010093,5,Big,,
20250719100010094,1,Small,,
20250719100010095,1,Small,,
20250719100010096,5,Big,,
20250719100010097,3,Small,,
20250719100010098,0,Small,,
20250719100010099,8,Big,,
20250719100010100,9,Big,,
20250719100010101,6,Big,,
20250719100010102,4,Small,,
20250719100010103,4,Small,,
20250719100010104,3,Small,,
20250719100010105,0,Small,,
20250719100010106,3,Small,,
20250719100010107,2,Small,,
20250719100010108,7,Big,,
20250719100010109,2,Small,,
20250719100010110,6,Big,,
20250719100010111,0,Small,,
20250719100010112,7,Big,,
20250719100010113,0,Small,,
20250719100010114,2,Small,,
20250719100010115,3,Small,,
20250719100010116,0,Small,,
20250719100010117,8,Big,,
20250719100010118,0,Small,,
20250719100010119,0,Small,,
20250719100010120,5,Big,,
20250719100010121,9,Big,,
20250719100010122,0,Small,,
20250719100010123,6,Big,,
20250719100010124,3,Small,,
20250719100010125,4,Small,,
20250719100010126,2,Small,,
20250719100010127,0,Small,,
20250719100010128,1,Small,,
20250719100010129,9,Big,,
20250719100010130,4,Small,,
20250719100010131,4,Small,,
20250719100010132,7,Big,,
20250719100010133,4,Small,,
20250719100010134,6,Big,,
20250719100010135,2,Small,,
20250719100010136,3,Small,,
20250719100010137,2,Small,,
20250719100010138,5,Big,,
20250719100010139,2,Small,,
20250719100010140,2,Small,,
20250719100010141,1,Small,,
20250719100010142,6,Big,,
20250719100010143,2,Small,,
20250719100010144,7,Big,,
20250719100010145,7,Big,,
20250719100010146,7,Big,,
20250719100010147,2,Small,,
20250719100010148,0,Small,,
20250719100010149,2,Small,,
20250719100010150,3,Small,,
20250719100010151,2,Small,,
20250719100010152,1,Small,,
20250719100010153,1,Small,,
20250719100010154,0,Small,,
20250719100010155,5,Big,,
20250719100010156,5,Big,,
20250719100010157,5,Big,,
20250719100010158,8,Big,,
20250719100010159,9,Big,,
20250719100010160,9,Big,,
20250719100010161,5,Big,,
20250719100010162,8,Big,,
20250719100010163,3,Small,,
20250719100010164,0,Small,,
20250719100010165,6,Big,,
20250719100010166,3,Small,,
20250719100010167,2,Small,,
20250719100010168,1,Small,,
20250719100010169,4,Small,,
20250719100010170,0,Small,,
20250719100010171,9,Big,,
20250719100010172,6,Big,,
20250719100010173,6,Big,,
20250719100010174,5,Big,,
20250719100010175,8,Big,,
20250719100010176,8,Big,,
20250719100010177,3,Small,,
20250719100010178,9,Big,,
20250719100010179,5,Big,,
20250719100010180,5,Big,,
20250719100010181,7,Big,,
20250719100010182,2,Small,,
20250719100010183,7,Big,,
20250719100010184,8,Big,,
20250719100010185,0,Small,,
20250719100010186,4,Small,,
20250719100010187,5,Big,,
20250719100010188,4,Small,,
20250719100010189,2,Small,,
20250719100010190,5,Big,,
20250719100010191,9,Big,,
20250719100010192,2,Small,,
20250719100010193,9,Big,,
20250719100010194,7,Big,,
20250719100010195,2,Small,,
20250719100010196,5,Big,,
20250719100010197,5,Big,,
20250719100010198,5,Big,,
20250719100010199,7,Big,,
20250719100010200,0,Small,,
20250719100010201,4,Small,,
20250719100010202,9,Big,,
20250719100010203,1,Small,,
20250719100010204,5,Big,,
20250719100010205,6,Big,,
20250719100010206,9,Big,,
20250719100010207,2,Small,,
20250719100010208,6,Big,,
20250719100010209,3,Small,,
20250719100010210,0,Small,,
20250719100010211,4,Small,,
20250719100010212,2,Small,,
20250719100010213,3,Small,,
20250719100010214,5,Big,,
20250719100010215,4,Small,,
20250719100010216,8,Big,,
20250719100010217,2,Small,,
20250719100010218,7,Big,,
20250719100010219,2,Small,,
20250719100010220,7,Big,,
20250719100010221,5,Big,,
20250719100010222,6,Big,,
20250719100010223,3,Small,,
20250719100010224,2,Small,,
20250719100010225,5,Big,,
20250719100010226,2,Small,,
20250719100010227,7,Big,,
20250719100010228,4,Small,,
20250719100010229,5,Big,,
20250719100010230,5,Big,,
20250719100010231,8,Big,,
20250719100010232,9,Big,,
20250719100010233,6,Big,,
20250719100010234,7,Big,,
20250719100010235,8,Big,,
20250719100010236,3,Small,,
20250719100010237,0,Small,,
20250719100010238,9,Big,,
20250719100010239,4,Small,,
20250719100010240,9,Big,,
20250719100010241,5,Big,,
20250719100010242,7,Big,,
20250719100010243,4,Small,,
20250719100010244,9,Big,,
20250719100010245,9,Big,,
20250719100010246,8,Big,,
20250719100010247,5,Big,,
20250719100010248,2,Small,,
20250719100010249,5,Big,,
20250719100010250,9,Big,,
20250719100010251,3,Small,,
20250719100010252,8,Big,,
20250719100010253,3,Small,,
20250719100010254,4,Small,,
20250719100010255,5,Big,,
20250719100010256,0,Small,,
20250719100010257,3,Small,,
20250719100010258,5,Big,,
20250719100010259,3,Small,,
20250719100010260,4,Small,,
20250719100010261,5,Big,,
20250719100010262,1,Small,,
20250719100010263,5,Big,,
20250719100010264,0,Small,,
20250719100010265,2,Small,,
20250719100010266,9,Big,,
20250719100010267,8,Big,,
20250719100010268,9,Big,,
20250719100010269,8,Big,,
20250719100010270,0,Small,,
20250719100010271,1,Small,,
20250719100010272,5,Big,,
20250719100010273,0,Small,,
20250719100010274,5,Big,,
20250719100010275,3,Small,,
20250719100010276,5,Big,,
20250719100010277,6,Big,,
20250719100010278,2,Small,,
20250719100010279,4,Small,,
20250719100010280,2,Small,,
20250719100010281,5,Big,,
20250719100010282,3,Small,,
20250719100010283,7,Big,,
20250719100010284,1,Small,,
20250719100010285,0,Small,,
20250719100010286,9,Big,,
20250719100010287,8,Big,,
20250719100010288,8,Big,,
20250719100010289,6,Big,,
20250719100010290,0,Small,,
20250719100010291,7,Big,,
20250719100010292,1,Small,,
20250719100010293,5,Big,,
20250719100010294,6,Big,,
20250719100010295,4,Small,,
20250719100010296,7,Big,,
20250719100010297,2,Small,,
20250719100010298,6,Big,,
20250719100010299,3,Small,,
20250719100010300,7,Big,,
20250719100010301,9,Big,,
20250719100010302,8,Big,,
20250719100010303,9,Big,,
20250719100010304,0,Small,,
20250719100010305,6,Big,,
20250719100010306,1,Small,,
20250719100010307,8,Big,,
20250719100010308,9,Big,,
20250719100010309,1,Small,,
20250719100010310,6,Big,,
20250719100010311,5,Big,,
20250719100010312,3,Small,,
20250719100010313,4,Small,,
20250719100010314,0,Small,,
20250719100010315,9,Big,,
20250719100010316,6,Big,,
20250719100010317,5,Big,,
20250719100010318,4,Small,,
20250719100010319,4,Small,,
20250719100010320,7,Big,,
20250719100010321,0,Small,,
20250719100010322,8,Big,,
20250719100010323,3,Small,,
20250719100010324,3,Small,,
20250719100010325,2,Small,,
20250719100010326,0,Small,,
20250719100010327,0,Small,,
20250719100010328,9,Big,,
20250719100010329,7,Big,,
20250719100010330,4,Small,,
20250719100010331,3,Small,,
20250719100010332,0,Small,,
20250719100010333,5,Big,,
20250719100010334,0,Small,,
20250719100010335,4,Small,,
20250719100010336,2,Small,,
20250719100010337,0,Small,,
20250719100010338,4,Small,,
20250719100010339,2,Small,,
20250719100010340,9,Big,,
20250719100010341,0,Small,,
20250719100010342,5,Big,,
20250719100010343,6,Big,,
20250719100010344,8,Big,,
20250719100010345,6,Big,,
20250719100010346,5,Big,,
20250719100010347,0,Small,,
20250719100010348,0,Small,,
20250719100010349,8,Big,,
20250719100010350,0,Small,,
20250719100010351,4,Small,,
20250719100010352,3,Small,,
20250719100010353,9,Big,,
20250719100010354,7,Big,,
20250719100010355,6,Big,,
20250719100010356,3,Small,,
20250719100010357,2,Small,,
20250719100010358,8,Big,,
20250719100010359,4,Small,,
20250719100010360,1,Small,,
20250719100010361,8,Big,,
20250719100010362,8,Big,,
20250719100010363,8,Big,,
20250719100010364,5,Big,,
20250719100010365,7,Big,,
20250719100010366,0,Small,,
20250719100010367,9,Big,,
20250719100010368,7,Big,,
20250719100010369,4,Small,,
20250719100010370,3,Small,,
20250719100010371,1,Small,,
20250719100010372,2,Small,,
20250719100010373,1,Small,,
20250719100010374,7,Big,,
20250719100010375,7,Big,,
20250719100010376,2,Small,,
20250719100010377,0,Small,,
20250719100010378,1,Small,,
20250719100010379,7,Big,,
20250719100010380,8,Big,,
20250719100010381,8,Big,,
20250719100010382,8,Big,,
20250719100010383,7,Big,,
20250719100010384,4,Small,,
20250719100010385,7,Big,,
20250719100010386,7,Big,,
20250719100010387,2,Small,,
20250719100010388,3,Small,,
20250719100010389,6,Big,,
20250719100010390,2,Small,,
20250719100010391,9,Big,,
20250719100010392,9,Big,,
